Détecté dans le texte;Nom du fichier;CIE_NAME;N° Contrat;N°POLEDI;NB_POLEDIS
True;NORD_RECYCLAGE_SERVICE_2842057101600_1.pdf;AXA;2842057101600;2842057101600L19;2
True;HUGO_BOSS_FRANCE_2262305130000_1.pdf;AXA;2262305130000;2262305130000P16;2
True;SIRMAT_2842454120000_1.pdf;AXA;2842454120000;2842454120000A19;2
True;SIRMAT_2842454600014_1.pdf;AXA;2842454600014;;0
True;SIRMAT_2842454409051_1.pdf;AXA;2842454409051;2842454409051L98;1
True;HOME_ABRY_ARNOLD_2254585440200_1.pdf;AXA;2254585440200;2254585440200Q11;2
True;ALSACE_CONDITIONNEMENT_2845379410051_1.pdf;AXA;2845379410051;2845379410051Z95;2
True;SODEXPO_2967101100000_1.pdf;AXA;2967101100000;;0
False;AVT_CP_CINQ__PLUS_WASSELONNE_2711100120591_1_5036681.pdf;AXA;;;0
True;CNOSF_2252212120000_1.pdf;AXA;2252212120000;;0
True;KUTHE_SAS_2271647409003_1.pdf;AXA;2271647409003;;0
True;PGS_ATLANTIQUE_2842057110300_1.pdf;AXA;2842057110300;2842057110300S50;2
True;INSTITUT_DE_FORMATION_DU_2284418500020_1.pdf;AXA;2284418500020;;0
False;AVT_ANTIGONE_SARL_2258675120000_1_7736807.pdf;AXA;;;0
True;SIRMAT_2842454410012_1.pdf;AXA;2842454410012;;0
True;M_CO_2508164310000_1.pdf;AXA;2508164310000;2508164310000;2
True;PFERD_RUGGEBERG_FRANCE_2263345630001_1.pdf;AXA;2263345630001;2263345630001B11;2
True;SHERPA_MOBILE_ROBOTICS_2841503100300_1.pdf;AXA;2841503100300;2841503100300K19;2
True;FEREY_PIERRE_2006002328510_1.pdf;AXA;2006002328510;2006002328510U02;1
True;PFERD_RUGGEBERG_FRANCE_2263345440000_1.pdf;AXA;2263345440000;2263345440000D47;2
True;RENOVA_CLAIRE_2264321400500_1.pdf;AXA;2264321400500;2264321400500J95;2
True;TRECOM_2599776051002_1.pdf;AXA;2599776051002;2599776051002U95;2
True;SCHROLL_2841491600013_1.pdf;AXA;2841491600013;;0
True;FCW_PARTICIPATIONS_2257742440100_1.pdf;AXA;2257742440100;;0
True;SIRMAT_2842454409003_1.pdf;AXA;2842454409003;2842454409003J98;1
True;T.B.I._2253874210000_1.pdf;AXA;2253874210000;;0
False;AVT_CP_ALTEM_2841491620301_1_8370536.pdf;AXA;;;0
False;AVT_CP_VOB_2265716600001_1_6568201.pdf;AXA;;;0
False;AVT_CP_B_S_RECYCLAGE_2257752420901_1_8048944.pdf;AXA;;;0
True;SCHILT_ENERGIES_2271794610601_1.pdf;AXA;2271794610601;;0
True;ALLIANCE_GREEN_SERVICES_2844133410001_1.pdf;AXA;2844133410001;2844133410001T95;6
False;AVT_AXIA_9_2275176100090_1_7930160.pdf;AXA;;;0
True;ITALREST_2251229100010_1.pdf;AXA;2251229100010;;0
True;KUTHE_SAS_2271647409005_1.pdf;AXA;2271647409005;;0
True;NEUTRALIS_2257752420600_1.pdf;AXA;2257752420600;2257752420600Q11;2
True;SCHROLL_2257752439003_1.pdf;AXA;2257752439003;2257752439003T98;5
True;SCHROLL_2257752430001_1.pdf;AXA;2257752430001;2257752430001J47;2
True;HOME_ABRY_ARNOLD_2254585430400_1.pdf;AXA;2254585430400;2254585430400N47;2
False;ADIT_2270603400015_1_ABS.pdf;AXA;;;0
True;NEUILLYS_2263769410000_1.pdf;AXA;2263769410000;2263769410000K16;3
False;AVT_AXIA_57_2275176110190_17930393.pdf;AXA;;;0
True;POISSON_ROUGE_2947768100000_1.pdf;AXA;2947768100000;2947768100000R;1
True;SCHROLL_2257752429002_1.pdf;AXA;2257752429002;2257752429002Y98;2
False;AVT_CHARPALOR_2262485410000_1_9304239.pdf;AXA;;;0
True;ELECTRO_MENAGER_2268735610001_1.pdf;AXA;2268735610001;;0
True;COOPENATES_SARL_2258677400001_1.pdf;AXA;2258677400001;;0
False;ABRY_ARNOLD_2254585430001_1_FM_NC_Option.pdf;AXA;;;0
True;NEUILLYS_2263769400001_1.pdf;AXA;2263769400001;2263769400001R43;4
True;LE_CHAMP_DE_LA_CROIX_2257273210002_1.pdf;AXA;2257273210002;2257273210002F98;1
True;LOFFRE_PARTAGEE_2272409100000_1.pdf;AXA;2272409100000;;0
False;AVT_CP_ACOUSTIQUE_INDUSTRIELLE_2263898400300_1_8810379.pdf;AXA;;;0
True;LGC_STANDARDS_2251143100000_1.pdf;AXA;2251143100000;2251143100000K95;2
False;AVT_CP_CITRAVAL___CTRE_INDUST_2841491600501_1_8426664.pdf;AXA;;;0
False;KAP_33_2512704050000_1.pdf;AXA;;;0
True;PGS_BEYNEL_2842059410300_1.pdf;AXA;2842059410300;2842059410300S95;2
False;AVT_CP_BRACKER_2842674600051_1_8709902.pdf;AXA;;;0
True;BEA_2000141628610_1.pdf;AXA;2000141628610;2000141628610R50;2
True;MANUFACTURA_2265459400005_1.pdf;AXA;2265459400005;2265459400005S11;1
True;LABORATOIRES_BERNABEU_2258035410000_1.pdf;AXA;2258035410000;;0
False;AVT_CP_B2A_AUDIT_ET_CONSEIL_2272423600001_1_7050571.pdf;AXA;;;0
True;SCHROLL_2257752429004_1.pdf;AXA;2257752429004;2257752429004A98;3
False;AVT_AXIA_10_2275176110100_1_7930199.pdf;AXA;;;0
True;VARITRONIX_FRANCE_2507427120000_1.pdf;AXA;2507427120000;2507427120000;2
True;RONDO_WASSELONNE_2514803810000_1.pdf;AXA;2514803810000;2514803810000V41;1
True;HOME_ABRY_ARNOLD_DIFFUSIO_2275106100100_1.pdf;AXA;2275106100100;2275106100100Z19;2
True;GROUPE_WEIGERDING_2266426410000_1.pdf;AXA;2266426410000;2266426410000N95;2
True;J.LOHMULLER_2271794410500_1.pdf;AXA;2271794410500;2271794410500Q47;2
False;AVT_AXIA_5_2275176110050_1_7929953.pdf;AXA;;;0
True;PGS_JURAPAL_2842057110100_1.pdf;AXA;2842057110100;2842057110100A50;2
True;EDITIONS_CLAUDE_VERVIN_2268273110000_1.pdf;AXA;2268273110000;2268273110000W47;2
True;TMI_MULTIPLAST_2275225409011_1.pdf;AXA;2275225409011;2275225409011Y98;1
True;LOUIS_SCHROLL_2841491620251_1.pdf;AXA;2841491620251;2841491620251V98;1
True;HERLI_2263163110000_1.pdf;AXA;2263163110000;2263163110000V47;2
True;PANKARTE_PLV_2253683210052_1.pdf;AXA;2253683210052;;0
True;LOREX_2268504400000_1.pdf;AXA;2268504400000;2268504400000V11;1
True;LE_CHAMP_DE_LA_CROIX_2257273210001_1.pdf;AXA;2257273210001;2257273210001E65;1
False;AVT_AXIA_18_2275176110220_1_9465872.pdf;AXA;;;0
True;FININCO_2842057100100_1.pdf;AXA;2842057100100;2842057100100F19;1
True;EMBDIS_2265461100000_1.pdf;AXA;2265461100000;2265461100000N11;2
True;SIRMAT_2842454400050_1.pdf;AXA;2842454400050;2842454400050C98;4
True;MATHLAU_MARIVAL_2312841000000_1.pdf;AXA;2312841000000;2312841000000S19;2
False;AVT_CP_BUILDING_2840924600005_1_8808254.pdf;AXA;;;0
True;ORION_2272299100200_1.pdf;AXA;2272299100200;2272299100200B19;2
True;RECYBIO_2257752430701_1.pdf;AXA;2257752430701;2257752430701U47;2
True;SIRMAT_2842454410061_1.pdf;AXA;2842454410061;;0
True;RS_CONCEPTION_2313690000100_1.pdf;AXA;2313690000100;;0
True;HERACLES_2272299100300_1.pdf;AXA;2272299100300;2272299100300K19;2
True;SOCIETE_D_EXPLOITATION_LE_2840810400150_1.pdf;AXA;2840810400150;2840810400150P50;2
False;AVT_CP_TMI_MULTIPLAST_2275225409000_1_7883062.pdf;AXA;;;0
True;LOUIS_SCHROLL_2257752420201_1.pdf;AXA;2257752420201;2257752420201G11;2
True;SIRMAT_2842454400014_1.pdf;AXA;2842454400014;;0
False;AVT_CP_ASCENCEURS__MULTI_2275077400051_1_8106086.pdf;AXA;;;0
True;SIRMAT_2842454410000_1.pdf;AXA;2842454410000;2842454410000S19;2
True;SIRMAT_2842454600013_1.pdf;AXA;2842454600013;;0
True;RUJ_EXPANSION_2254585430100_1.pdf;AXA;2254585430100;2254585430100M47;2
True;SCHROLL_2257752429001_1.pdf;AXA;2257752429001;2257752429001W98;2
True;OFFICE_DU_TOURISME_DES_2509077650000_1.pdf;AXA;2509077650000;;0
True;FPM_2969933100000_1.pdf;AXA;2969933100000;2969933100000V26;2
True;EST_ENTREPOT_CORGER_2983220300000_1.pdf;AXA;2983220300000;2983220300000R50;2
True;LA_ONZIEME_HEURE_2513764451000_1.pdf;AXA;2513764451000;2513764451000C95;1
True;ATALU_2261546100000_1.pdf;AXA;2261546100000;;0
True;NEUTRALIS_2257752420601_1.pdf;AXA;2257752420601;2257752420601R11;2
False;AVT_CPANCREST_2263442620001_1__5687085.pdf;AXA;;;0
True;SIRMAT_2842454410050_1.pdf;AXA;2842454410050;2842454410050W98;2
True;SIRMAT_2842454619003_1.pdf;AXA;2842454619003;2842454619003U98;1
True;PCB_CREATION_2271639400000_1.pdf;AXA;2271639400000;2271639400000R47;4
True;PHARMACIE_HEILIGENSTEIN_2712482001000_1.pdf;AXA;2712482001000;2712482001000J19;2
True;SOGEXCO_2261582120000_1.pdf;AXA;2261582120000;2261582120000E50;2
False;YPO_CAMP_JEANNIOT_2260338420200_1_ABS.pdf;AXA;;;0
True;FRANCE_EURO_DEM_2713888000000_1.pdf;AXA;2713888000000;2713888000000R95;2
True;TRANSPORTS_DUCHMANN_ET_2281522920000_1.pdf;AXA;2281522920000;2281522920000N19;2
True;ROL_MOBEX_FRANCE_2006003046210_1.pdf;AXA;2006003046210;2006003046210D19;2
True;HERLI_2263163100000_1.pdf;AXA;2263163100000;2263163100000B11;2
True;RMO_EUROPE_2258335400000_1.pdf;AXA;2258335400000;2258335400000B11;2
True;L2D3_2843600410150_1.pdf;AXA;2843600410150;2843600410150E98;2
True;RECOSTRA_2257752421001_1.pdf;AXA;2257752421001;2257752421001B11;2
False;AVT_CP_ALLIANCE_PRO_ENERGIES_2271794410200_1_7329066.pdf;AXA;;;0
True;SHERPA_MOBILE_ROBOTICS_2263632400300_1.pdf;AXA;2263632400300;2263632400300Y95;2
True;JIPE_2262846400001_1.pdf;AXA;2262846400001;2262846400001W11;2
True;PM_CONSULTANT_2285548400000_1.pdf;AXA;2285548400000;2285548400000C11;2
False;AVT_CP_BEREST_LORRAINE_2263549430301_1_5966927.pdf;AXA;;;0
True;ECOLE_SUPERIEURE_2258666120000_1.pdf;AXA;2258666120000;2258666120000M95;2
True;SIRMAT_2842454600003_1.pdf;AXA;2842454600003;;0
True;FILPACK_PROTECTION_2266127420202_1.pdf;AXA;2266127420202;2266127420202C95;2
True;PALETTES_GESTION_SERVICES_2842057110000_1.pdf;AXA;2842057110000;2842057110000R50;2
True;JEAN_AVIER_2985857200000_1.pdf;AXA;2985857200000;2985857200000T;1
False;AVT_AXIA_3_2275176110030_1_7929851.pdf;AXA;;;0
False;AVT_CP_ALTEM___ALSACIENNE_DE_TRI_2257752430300_1_7876182.pdf;AXA;;;0
False;AVT_CP_CORREGE_SERVICES_2842078400101_1_8087209.pdf;AXA;;;0
True;HTC_DEVELOPPEMENT_2840924600205_1.pdf;AXA;2840924600205;;0
True;ANTIGONE_SARL_2258675400001_1.pdf;AXA;2258675400001;2258675400001U95;2
True;HERINDEL_2257622100100_1.pdf;AXA;2257622100100;2257622100100Y47;5
True;LECLERC_SAS_2268787400000_1.pdf;AXA;2268787400000;2268787400000R47;2
True;PFERD_RUGGEBERG_FRANCE_2263345440001_1.pdf;AXA;2263345440001;2263345440001E47;2
True;EUGENIE_HOTEL_2000146437110_1.pdf;AXA;2000146437110;2000146437110W19;1
True;PFERD_RUGGEBERG_FRANCE_2263345640002_1.pdf;AXA;2263345640002;2263345640002W47;2
True;PARENTHESE_2263549630402_1.pdf;AXA;2263549630402;;0
True;RAVEL_ORTHO_MEDIC_2259463400000_1.pdf;AXA;2259463400000;;0
False;AVT_AXIA_3_2275176100030_1_7929848.pdf;AXA;;;0
True;ETHYWAG_2259013400001_1.pdf;AXA;2259013400001;2259013400001Z98;3
True;TMI_MULTIPLAST_2275225409000_1.pdf;AXA;2275225409000;2275225409000L98;1
True;E_A_P_MEZIERE_2000146622310_1.pdf;AXA;2000146622310;2000146622310B19;2
True;P3E_2263632400200_1.pdf;AXA;2263632400200;2263632400200P95;3
False;AVT_CP_BEREST_LORRAINE_2263549430300_1_5966927.pdf;AXA;;;0
True;L_OFFRE_PARTAGEE_2272411600001_1.pdf;AXA;2272411600001;2272411600001T16;2
False;AVT_AXIA_GROUPE_2275176110000_1_7929718.pdf;AXA;;;0
True;HUGO_BOSS_FRANCE_2262305110000_1.pdf;AXA;2262305110000;2262305110000A43;2
True;GEZIM_INTERIM_2270829410001_1.pdf;AXA;2270829410001;2270829410001E43;3
True;SCHROLL_2841491609052_1.pdf;AXA;2841491609052;2841491609052Y98;5
False;AVT_CP_BEREST_RHIN_RHONE_2263549620102_1_5966663.pdf;AXA;;;0
False;AVT_CP_ARGELLIES_RP_2513834251001_1_6297881.pdf;AXA;;;0
False;YPO_CAMP_JEANNIOT_2260338410201_1_ABS.pdf;AXA;;;0
True;SAPI_2260012420000_1.pdf;AXA;2260012420000;2260012420000C95;1
True;ATHENA_2272299100400_1.pdf;AXA;2272299100400;2272299100400T19;2
True;J._GREMMEL_ET_CIE_2263189400000_1.pdf;AXA;2263189400000;2263189400000H11;1
False;YPO_CAMP_JEANNIOT_LOISIRS_2260338410100_1_ABS.pdf;AXA;;;0
True;PFERD_RUGGEBERG_FRANCE_2263345630002_1.pdf;AXA;2263345630002;2263345630002C11;2
False;AVT_CP_COOPENATES_SARL_2258677400002_1_7727771.pdf;AXA;;;0
True;SKAYL_2271150410110_1.pdf;AXA;2271150410110;2271150410110R16;3
False;BEREST_2263549430001_1_ABS.pdf;AXA;;;0
False;AVT_CP_B_S_RECYCLAGE_2841491620951_1_8.370.567_.pdf;AXA;;;0
False;AVT_CP_B_S_RECYCLAGE_2257752430900_1_8048975.pdf;AXA;;;0
True;SIRMAT_2842454609053_1.pdf;AXA;2842454609053;2842454609053E98;1
True;ATELIERS_MAGAUD_2204200097300_1.pdf;AXA;2204200097300;;0
True;ISAAC_REINA_2507095010000_1.pdf;AXA;2507095010000;2507095010000L11;2
True;SCHROLL_2841491629053_1.pdf;AXA;2841491629053;2841491629053N98;3
False;YPO_CAMP_LOISIRS_71_2260338420300_1_ABS.pdf;AXA;;;0
True;DICKER_2309600105000_1.pdf;AXA;2309600105000;2309600105000L11;2
False;ABRY_ARNOLD_2254585440000_1_FM_C_Base.pdf;AXA;;;0
True;ETABLISSEMENTS_JEAN_MANTO_2265666400000_1.pdf;AXA;2265666400000;2265666400000M11;2
True;PFERD_RUGGEBERG_FRANCE_2263345120000_1.pdf;AXA;2263345120000;2263345120000C11;2
False;AVT_CP_BEREST_BOURGOGNE_2263549420201_1_5966748.pdf;AXA;;;0
True;SIRMAT_2842454600015_1.pdf;AXA;2842454600015;;0
True;HERBRECH_2507841350000_1.pdf;AXA;2507841350000;;0
False;AVT_CP_BEREST_2263549430000_1_5966591.pdf;AXA;;;0
True;ALLS_PARTICIPATIONS_2264136110000_1.pdf;AXA;2264136110000;2264136110000R11;2
True;PGS_SPB_2842057111000_1.pdf;AXA;2842057111000;2842057111000D50;2
False;AVT_AXIA_5_2275176100050_1_7929950.pdf;AXA;;;0
True;SCHROLL_2841491600051_1.pdf;AXA;2841491600051;2841491600051P98;2
True;GEZIM_INTERIM_2270829600002_1.pdf;AXA;2270829600002;2270829600002C16;1
True;KUTHE_SAS_2271647400000_1.pdf;AXA;2271647400000;;0
True;GRAVIERE_DE_STATTMATTEN_2265714100000_1.pdf;AXA;2265714100000;2265714100000N47;2
True;METALTEX_FRANCE_2271850110000_1.pdf;AXA;2271850110000;;0
True;SIRMAT_2842454610013_1.pdf;AXA;2842454610013;;0
True;LA_ONZIEME_HEURE_2513764450000_1.pdf;AXA;2513764450000;2513764450000Q95;1
False;AVT_CP_A.W._FABER_CASTELL_2263190600001_1_5690439.pdf;AXA;;;0
True;TRANSCONSEIL_ASSURANCES_2511036510000_1.pdf;AXA;2511036510000;;0
True;MANUFACTURA_2265459400001_1.pdf;AXA;2265459400001;2265459400001N11;1
False;AVT_CP_CITRAVAL___CTRE_INDUST_2257752430500_1_7876721.pdf;AXA;;;0
False;AVT_COMEPACK_2312865000600_1_1169966.pdf;AXA;;;0
True;RECYBIO_2257752100400_1.pdf;AXA;2257752100400;;0
True;FRANCE_FOOD_2263478100000_1.pdf;AXA;2263478100000;;0
True;MATHLAU_MARIVAL_2264142610000_1.pdf;AXA;2264142610000;2264142610000J11;2
True;LOREX_2268504410000_1.pdf;AXA;2268504410000;2268504410000Q47;2
False;AVT_ANCREST_2263442100000_1_8581890.pdf;AXA;;;0
True;OFFICE_DU_TOURISME_DES_2509077680001_1.pdf;AXA;2509077680001;;0
True;EST_ENTREPOT_CORGER_2983220200000_1.pdf;AXA;2983220200000;2983220200000V16;2
False;AVT_AXIA_17_2275176110170_1_7930645.pdf;AXA;;;0
False;AVT_CP_TRANSPORTS_KLEIN_SA_2840528400050_1_8347661.pdf;AXA;;;0
True;MAISON_DENFANTS_ALPHONSE_2268269100000_1.pdf;AXA;2268269100000;2268269100000B47;2
False;BEREST_2263549620002_1_ABS.pdf;AXA;;;0
False;SYND_COPROP_12_RUE_DU_MAR_2509016210000_1.pdf;AXA;;;0
False;COPROPRIETE_8_RUE_BEETHOV_2509018110000_1.pdf;AXA;;;0
True;SARDI_2841491600451_1.pdf;AXA;2841491600451;2841491600451Z98;2
True;KUTHE_SAS_2271647409001_1.pdf;AXA;2271647409001;;0
True;PASSEMENTERIE_VERRIER_2514493851002_1.pdf;AXA;2514493851002;;0
True;LGC_STANDARDS_2251143440000_1.pdf;AXA;2251143440000;2251143440000A95;2
False;AVT_CP_BUILD_ING_2840924400000_1_8382718.pdf;AXA;;;0
True;SIRMAT_2842454619002_1.pdf;AXA;2842454619002;2842454619002T98;1
False;AVT_AXIA_14_2275176110140_1_7930598.pdf;AXA;;;0
True;ASL_AVANCEE_2263703400000_1.pdf;AXA;2263703400000;2263703400000K42;1
True;LOCATION_TRANSPORT_2265554410010_1.pdf;AXA;2265554410010;2265554410010M36;1
True;SCHILT_ENERGIES_2271794410600_1.pdf;AXA;2271794410600;2271794410600Z50;3
True;SKAYL_2269516110000_1.pdf;AXA;2269516110000;2269516110000D43;2
True;E_B_K_2258850410001_1.pdf;AXA;2258850410001;2258850410001F65;1
True;SCHROLL_2841491629054_1.pdf;AXA;2841491629054;2841491629054P98;3
True;SAINT_AIGNAN_2506492910000_1.pdf;AXA;2506492910000;2506492910000P19;2
True;PGS_BEYNEL_2842059610302_1.pdf;AXA;2842059610302;2842059610302L95;2
True;NEUTRALIS_2841491600651_1.pdf;AXA;2841491600651;2841491600651R98;1
False;AVT_CP_BEREST_RHIN_RHONE_2263549430100_1_5966694.pdf;AXA;;;0
False;AVT_ANTIGONE_SARL_2258675110000_1_7736791.pdf;AXA;;;0
False;AVT_CITRAVAL___CTRE_INDUST_2257752420501_1_5920582.pdf;AXA;;;0
True;HFSPO_2965269300000_1.pdf;AXA;2965269300000;2965269300000U50;2
False;AVT_ABRY_ARNOLD.COM_2275106100000_1_8003633.pdf;AXA;;;0
False;AVT_CP_A.W._FABER_CASTELL_2263190400000_1_5690371.pdf;AXA;;;0
False;KAP_33_2512704051002_1.pdf;AXA;;;0
True;NEUTRALIS_2257752100300_1.pdf;AXA;2257752100300;2257752100300N47;2
False;AVT_CP_COOPENATES_SARL_2258677400000_1_7727785.pdf;AXA;;;0
True;SARDI___SOC_ALSACIENNE_2257754100000_1.pdf;AXA;2257754100000;2257754100000A47;2
True;MI_EST_DEVELOPPEMENT_2264321400400_1.pdf;AXA;2264321400400;2264321400400A95;2
True;EXCEL_VISION_2254880200001_1.pdf;AXA;2254880200001;;0
False;YPO_CAMP_JEANNIOT_LOISIRS_2260338420100_1_ABS.pdf;AXA;;;0
True;MANUFACTURA_2271639400100_1.pdf;AXA;2271639400100;2271639400100A47;4
True;METALTEX_FRANCE_2271850100000_1.pdf;AXA;2271850100000;;0
True;OGID_2271646600001_1.pdf;AXA;2271646600001;2271646600001E95;1
True;STIEBEL_ELTRON_2843891400001_1.pdf;AXA;2843891400001;;0
True;PGS_ILE_DE_FRANCE_2842057110700_1.pdf;AXA;2842057110700;2842057110700C50;2
True;EDITIONS_CLAUDE_VERVIN_2268275409008_1.pdf;AXA;2268275409008;2268275409008T98;1
True;RECOSTRA_2257752421000_1.pdf;AXA;2257752421000;2257752421000A11;2
True;ECOLE_SUPERIEURE_2258666410000_1.pdf;AXA;2258666410000;2258666410000E95;3
False;AVT_ARTENREEL_SARL_2258676110000_1_7742629.pdf;AXA;;;0
True;BRETLIM_FORTUNY_2006003255010_1.pdf;AXA;2006003255010;2006003255010K98;2
False;AVT_CP_BEREST_2263549620001_1_5966417.pdf;AXA;;;0
True;NEWFINOR_2841503100100_1.pdf;AXA;2841503100100;2841503100100S19;1
True;SIRMAT_2842454619052_1.pdf;AXA;2842454619052;2842454619052Y98;1
False;AVT_CP_TMI_MULTIPLAST_2275225409012_1_8086466.pdf;AXA;;;0
True;SCHROLL_2841491629003_1.pdf;AXA;2841491629003;2841491629003J98;3
True;SIRMAT_2842454609052_1.pdf;AXA;2842454609052;2842454609052D98;1
True;JEANNIOT_GESTION_2260338420000_1.pdf;AXA;2260338420000;;0
True;P3E_2841503100200_1.pdf;AXA;2841503100200;2841503100200B19;2
True;PGS_REVERSE_2842057101200_1.pdf;AXA;2842057101200;2842057101200B19;2
True;SARDI___SOC_ALSACIENNE_2257752420401_1.pdf;AXA;2257752420401;2257752420401Z11;2
True;SKAYL_2271150400111_1.pdf;AXA;2271150400111;2271150400111Y43;3
True;SATE_2263898110000_1.pdf;AXA;2263898110000;2263898110000P47;2
True;PACKHOLDING_2266127420001_1.pdf;AXA;2266127420001;2266127420001J95;2
True;GTIE_LORRAINE___ACTEMIUM_2257257200000_1.pdf;AXA;2257257200000;2257257200000E95;2
True;CAFES_SATI_2272479600003_1.pdf;AXA;2272479600003;2272479600003P47;2
True;L_OFFRE_PARTAGEE_2270829410100_1.pdf;AXA;2270829410100;2270829410100M43;3
True;FILPACK_2266127420101_1.pdf;AXA;2266127420101;2266127420101S95;2
True;L_OFFRE_PARTAGEE_2270829610102_1.pdf;AXA;2270829610102;2270829610102F43;2
True;PACKHOLDING_2266127420040_1.pdf;AXA;2266127420040;2266127420040B65;5
True;PIA_2263898120500_1.pdf;AXA;2263898120500;;0
True;VHL_SERVICES_2842702410050_1.pdf;AXA;2842702410050;2842702410050P19;1
True;TECHNI_P_A_C_2266127100300_1.pdf;AXA;2266127100300;2266127100300H11;2
True;LUNIVERS_DE_LEMBALLAGE_2266127110400_1.pdf;AXA;2266127110400;2266127110400L47;2
True;SCHLUTER_SYSTEMS_2841230430000_1.pdf;AXA;2841230430000;;0
True;LINK_GROUP_2840311610051_1.pdf;AXA;2840311610051;2840311610051N50;2
True;PIA_2263898400500_1.pdf;AXA;2263898400500;;0
True;GEZIM_INTERIM_2270829400001_1.pdf;AXA;2270829400001;2270829400001K16;1
True;ELECTRICITE_VINCENTZ_SUD_2259651400000_1.pdf;AXA;2259651400000;2259651400000J11;1
True;PACKHOLDING_2266127420075_1.pdf;AXA;2266127420075;2266127420075P98;5
True;COLDIS_2840810400050_1.pdf;AXA;2840810400050;2840810400050F50;1
True;FILPACK_2266127420102_1.pdf;AXA;2266127420102;2266127420102T95;2
True;TECHNI_P_A_C_2266127420302_1.pdf;AXA;2266127420302;2266127420302L95;2
True;PACKHOLDING_2266127420030_1.pdf;AXA;2266127420030;2266127420030Q95;2
True;LUNIVERS_DE_LEMBALLAGE_2266127420415_1.pdf;AXA;2266127420415;2266127420415J95;2
True;GEZIM_INTERIM_2270829610003_1.pdf;AXA;2270829610003;2270829610003Y43;2
True;LUNIVERS_DE_LEMBALLAGE_2266127420402_1.pdf;AXA;2266127420402;2266127420402U95;2
True;LUNIVERS_DE_LEMBALLAGE_2266127420430_1.pdf;AXA;2266127420430;2266127420430A95;2
False;EUROMAC_2_2271103410050_1.pdf;AXA;;;0
True;LUNIVERS_DE_LEMBALLAGE_2266127420431_1.pdf;AXA;2266127420431;2266127420431B95;2
True;CAFES_SATI_2272479600002_1.pdf;AXA;2272479600002;2272479600002N47;2
True;FISCHER_2843960600051_1.pdf;AXA;2843960600051;2843960600051R98;3
True;LE_CHAMP_DE_LA_CROIX_2257273200001_1.pdf;AXA;2257273200001;2257273200001K36;1
True;FILPACK_2266127110100_1.pdf;AXA;2266127110100;2266127110100K47;2
True;PACKHOLDING_2266127420082_1.pdf;AXA;2266127420082;2266127420082W98;5
True;CAFES_SATI_2257154200001_1.pdf;AXA;2257154200001;2257154200001J47;2
True;KIEHL_FRANCE_2257295200000_1.pdf;AXA;2257295200000;2257295200000C95;4
True;BEREST_BOURGOGNE_2263549430200_1.pdf;AXA;2263549430200;;0
True;PACKHOLDING_2266127420005_1.pdf;AXA;2266127420005;2266127420005N95;2
True;PACKHOLDING_2266127420031_1.pdf;AXA;2266127420031;2266127420031R95;2
True;GTIE_LORRAINE___ACTEMIUM_2257257200001_1.pdf;AXA;2257257200001;2257257200001F95;2
True;BEREST_BOURGOGNE_2263549630201_1.pdf;AXA;2263549630201;;0
True;WOLF_RICHARD_FRANCE_2271751400000_1.pdf;AXA;2271751400000;2271751400000W16;2
True;HUGO_BOSS_FRANCE_2262305600001_1.pdf;AXA;2262305600001;2262305600001K95;2
True;SENEDO_FRANCE_2257302200000_1.pdf;AXA;2257302200000;2257302200000Y95;4
True;PACKHOLDING_2266127420000_1.pdf;AXA;2266127420000;2266127420000H95;2
False;AVT_CP_CORPLEX_RECYCLING_2272636400000_1_7888003.pdf;AXA;;;0
True;LE_CHAMP_DE_LA_CROIX_2257273200000_1.pdf;AXA;2257273200000;2257273200000J11;2
True;SCHLUTER_SYSTEMS_2841230630001_1.pdf;AXA;2841230630001;;0
True;L_OFFRE_PORTAGE_2270829610202_1.pdf;AXA;2270829610202;2270829610202P43;2
True;PACKHOLDING_2266127420025_1.pdf;AXA;2266127420025;2266127420025K95;2
True;FISCHER_2843960600001_1.pdf;AXA;2843960600001;2843960600001M95;3
True;WOLF_RICHARD_FRANCE_2263193400000_1.pdf;AXA;2263193400000;2263193400000J43;2
True;PACKHOLDING_2266127420002_1.pdf;AXA;2266127420002;2266127420002T95;2
True;GEZIM_INTERIM_2270829410000_1.pdf;AXA;2270829410000;2270829410000D43;3
True;BEREST_BOURGOGNE_2263549620201_1.pdf;AXA;2263549620201;;0
True;CONCEPT_LIGHT_2263633400000_1.pdf;AXA;2263633400000;2263633400000D11;2
True;VINCENTZ_INDUSTRIE_2259652400000_1.pdf;AXA;2259652400000;2259652400000Q11;2
True;ELECTRICITE_VINCENTZ_NORD_2259875400000_1.pdf;AXA;2259875400000;2259875400000U11;1
True;CAFES_SATI_2257154200002_1.pdf;AXA;2257154200002;2257154200002K47;3
True;CAFES_SATI_2257154200003_1.pdf;AXA;2257154200003;2257154200003L47;3
True;FILPACK_2266127100100_1.pdf;AXA;2266127100100;2266127100100Q11;2
True;PACKHOLDING_2266127420051_1.pdf;AXA;2266127420051;2266127420051N98;5
True;ETABLISSEMENTS_LIEBERMANN_2259647409001_1.pdf;AXA;2259647409001;2259647409001R98;1
True;ETABLISSEMENTS_LIEBERMANN_2259647409003_1.pdf;AXA;2259647409003;2259647409003T98;1
True;TRANSPORTS_KLEIN_SA_2840528410060_1.pdf;AXA;2840528410060;;0
