cie.name,filepath,filename,ref,poledi,numper
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454419001_1.pdf,SIRMAT_2842454419001_1.pdf,2842454419001,2842454419001B98,5938609
AXA,/home/c24b/projects/avenants/DOCS/GRANDI_2312920000000_1.pdf,GRANDI_2312920000000_1.pdf,2312920000000,2312920000000H19,6409487
AXA,/home/c24b/projects/avenants/DOCS/LGC_STANDARDS_2251143640010_1.pdf,LGC_STANDARDS_2251143640010_1.pdf,2251143640010,2251143640010C65,8561045
AXA,/home/c24b/projects/avenants/DOCS/ASSOC_SYND_RESID_HAUTEP_2259936110000_1.pdf,ASSOC_SYND_RESID_HAUTEP_2259936110000_1.pdf,2259936110000,2259936110000A42,5723478
AXA,/home/c24b/projects/avenants/DOCS/PGS_ARNAUD_2842059610002_1.pdf,PGS_ARNAUD_2842059610002_1.pdf,2842059610002,2842059610002K95,8377030
AXA,/home/c24b/projects/avenants/DOCS/EUROSTAMP_2257413110000_1.pdf,EUROSTAMP_2257413110000_1.pdf,2257413110000,2257413110000V47,8490552
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_2263549630001_1_5966609.pdf,AVT_CP_BEREST_2263549630001_1_5966609.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_16_2275176110160_1_7930632.pdf,AVT_AXIA_16_2275176110160_1_7930632.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_JEAN_2265666400010_1.pdf,ETABLISSEMENTS_JEAN_2265666400010_1.pdf,2265666400010,2265666400010Y36,6421979
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2841491620001_1.pdf,SCHROLL_2841491620001_1.pdf,2841491620001,2841491620001Z19,8370447
AXA,/home/c24b/projects/avenants/DOCS/AVT_CORREGE_SERVICES_2263349100000_1_8279293.pdf,AVT_CORREGE_SERVICES_2263349100000_1_8279293.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/PARENTHESE_2263549430400_1.pdf,PARENTHESE_2263549430400_1.pdf,2263549430400,2263549430400Z47,7142934
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454409001_1.pdf,SIRMAT_2842454409001_1.pdf,2842454409001,2842454409001G98,7876061
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_HUOT_2255250120000_1.pdf,ETABLISSEMENTS_HUOT_2255250120000_1.pdf,2255250120000,2255250120000J47,8240805
AXA,/home/c24b/projects/avenants/DOCS/CARL_BECHEM_FRANCE_2261335400000_1.pdf,CARL_BECHEM_FRANCE_2261335400000_1.pdf,2261335400000,2261335400000R95,7777487
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2257752439000_1.pdf,SCHROLL_2257752439000_1.pdf,2257752439000,2257752439000Q98,7875862
AXA,/home/c24b/projects/avenants/DOCS/PGS_SCIERIE_ET_PALETTES_2842057101300_1.pdf,PGS_SCIERIE_ET_PALETTES_2842057101300_1.pdf,2842057101300,2842057101300K19,8381345
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454419053_1.pdf,SIRMAT_2842454419053_1.pdf,2842454419053,2842454419053G98,5938611
AXA,/home/c24b/projects/avenants/DOCS/EXCEL_VISION_2254880200000_1.pdf,EXCEL_VISION_2254880200000_1.pdf,2254880200000,2254880200000C95,7280142
AXA,/home/c24b/projects/avenants/DOCS/LOFFRE_PORTAGE_2269514110000_1.pdf,LOFFRE_PORTAGE_2269514110000_1.pdf,2269514110000,2269514110000Q43,7744791
AXA,/home/c24b/projects/avenants/DOCS/RUJ_EXPANSION_2254585430101_1.pdf,RUJ_EXPANSION_2254585430101_1.pdf,2254585430101,2254585430101N47,7283679
AXA,/home/c24b/projects/avenants/DOCS/MAISONS_FUTEES_2264321400100_1.pdf,MAISONS_FUTEES_2264321400100_1.pdf,2264321400100,2264321400100Z95,7156906
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_JEAN_MANTO_2265666410000_1.pdf,ETABLISSEMENTS_JEAN_MANTO_2265666410000_1.pdf,2265666410000,2265666410000G47,6670078
AXA,/home/c24b/projects/avenants/DOCS/RECYBIO_2841491600701_1.pdf,RECYBIO_2841491600701_1.pdf,2841491600701,2841491600701V50,8426680
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_54_2275176110180_1_7930386.pdf,AVT_AXIA_54_2275176110180_1_7930386.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/HTC_DEVELOPPEMENT_2840924600201_1.pdf,HTC_DEVELOPPEMENT_2840924600201_1.pdf,2840924600201,2840924600201E95,8559172
AXA,/home/c24b/projects/avenants/DOCS/ELECTRO_MENAGER_2268735400000_1.pdf,ELECTRO_MENAGER_2268735400000_1.pdf,2268735400000,2268735400000C11,7606758
AXA,/home/c24b/projects/avenants/DOCS/ALL_SOLUTIONS_2264136120100_1.pdf,ALL_SOLUTIONS_2264136120100_1.pdf,2264136120100,2264136120100U47,5802910
AXA,/home/c24b/projects/avenants/DOCS/GROUPEMENT_DE_COOPERATION_2841941600001_1.pdf,GROUPEMENT_DE_COOPERATION_2841941600001_1.pdf,2841941600001,2841941600001U95,8607008
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_RHIN_RHONE_2263549420101_1_5966617.pdf,AVT_CP_BEREST_RHIN_RHONE_2263549420101_1_5966617.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_AA_PARTICIPATIONS_2275106100400_1_8004062.pdf,AVT_AA_PARTICIPATIONS_2275106100400_1_8004062.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_B_S_RECYCLAGE_2257752430901_1_8048974.pdf,AVT_CP_B_S_RECYCLAGE_2257752430901_1_8048974.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/MATERIELS_FERROVIAIRES_ET_2271830110000_1.pdf,MATERIELS_FERROVIAIRES_ET_2271830110000_1.pdf,2271830110000,2271830110000U19,1169978
AXA,/home/c24b/projects/avenants/DOCS/TRECOM_2599776050000_1.pdf,TRECOM_2599776050000_1.pdf,2599776050000,2599776050000F95,5421559
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150400100_1.pdf,SKAYL_2271150400100_1.pdf,2271150400100,2271150400100L43,8850190
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_RHIN_RHONE_2263549630101_1_5966664.pdf,AVT_CP_BEREST_RHIN_RHONE_2263549630101_1_5966664.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/CAFES_SATI_2257154200002_1.pdf,CAFES_SATI_2257154200002_1.pdf,2257154200002,2257154200002K47,8086274
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150400112_1.pdf,SKAYL_2271150400112_1.pdf,2271150400112,2271150400112Z43,8849987
AXA,/home/c24b/projects/avenants/DOCS/AVT_WOLF_RICHARD_FRANCE_2263193120000_1_7438447.pdf,AVT_WOLF_RICHARD_FRANCE_2263193120000_1_7438447.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/HUGO_BOSS_FRANCE_2262305400000_1.pdf,HUGO_BOSS_FRANCE_2262305400000_1.pdf,2262305400000,2262305400000S95,5747521
AXA,/home/c24b/projects/avenants/DOCS/OSTERMANN_ENERGIES_2271794400100_1.pdf,OSTERMANN_ENERGIES_2271794400100_1.pdf,2271794400100,2271794400100L11,7329137
AXA,/home/c24b/projects/avenants/DOCS/STRASBOURG_REVETEMENT_2254585430201_1.pdf,STRASBOURG_REVETEMENT_2254585430201_1.pdf,2254585430201,2254585430201W47,7283687
AXA,/home/c24b/projects/avenants/DOCS/NEUILLYS_2263769410001_1.pdf,NEUILLYS_2263769410001_1.pdf,2263769410001,2263769410001L16,8097959
AXA,/home/c24b/projects/avenants/DOCS/AVT_COOPRODUCTION_2262644100000_1_7737671.pdf,AVT_COOPRODUCTION_2262644100000_1_7737671.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/FILPACK_INDUSTRIE_2266135110000_1.pdf,FILPACK_INDUSTRIE_2266135110000_1.pdf,2266135110000,2266135110000D47,6580719
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_CORPLEX_RECYCLING_2272636410000_1_7887970.pdf,AVT_CP_CORPLEX_RECYCLING_2272636410000_1_7887970.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/SML_LOCATION_2261239400000_1.pdf,SML_LOCATION_2261239400000_1.pdf,2261239400000,2261239400000Q47,7727449
AXA,/home/c24b/projects/avenants/DOCS/EBK_2313225010000_1.pdf,EBK_2313225010000_1.pdf,2313225010000,2313225010000R98,7850145
AXA,/home/c24b/projects/avenants/DOCS/CAFES_SATI_2257154200003_1.pdf,CAFES_SATI_2257154200003_1.pdf,2257154200003,2257154200003L47,8086296
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_2_2275176100020_1_9310670.pdf,AVT_AXIA_2_2275176100020_1_9310670.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/RUJ_EXPANSION_2254585440101_1.pdf,RUJ_EXPANSION_2254585440101_1.pdf,2254585440101,2254585440101H11,7283678
AXA,/home/c24b/projects/avenants/DOCS/AVT_CENT_FAMILLES_LAHAYE_2261650100000_1_6532422.pdf,AVT_CENT_FAMILLES_LAHAYE_2261650100000_1_6532422.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/NEUTRALIS_2257752110600_1.pdf,NEUTRALIS_2257752110600_1.pdf,2257752110600,2257752110600J11,5921005
AXA,/home/c24b/projects/avenants/DOCS/AVT_COGESCO_2599775810000_1_5456148.pdf,AVT_COGESCO_2599775810000_1_5456148.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/YPO_CAMP_JEANNIOT_LOISIRS_2260338410101_1_ABS.pdf,YPO_CAMP_JEANNIOT_LOISIRS_2260338410101_1_ABS.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CHARPALOR_2262485120000_1_9304221.pdf,AVT_CHARPALOR_2262485120000_1_9304221.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/ALLS_LOGISTIQUE_2264136400300_1.pdf,ALLS_LOGISTIQUE_2264136400300_1.pdf,2264136400300,2264136400300K95,9070896
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_WEIGERDING_HOLDING_2267193430000_1_8906266.pdf,AVT_CP_WEIGERDING_HOLDING_2267193430000_1_8906266.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/ELECTRO_MENAGER_2268735600001_1.pdf,ELECTRO_MENAGER_2268735600001_1.pdf,2268735600001,2268735600001U11,6941327
AXA,/home/c24b/projects/avenants/DOCS/EDITIONS_CLAUDE_VERVIN_2268275409007_1.pdf,EDITIONS_CLAUDE_VERVIN_2268275409007_1.pdf,2268275409007,2268275409007S98,6938091
AXA,/home/c24b/projects/avenants/DOCS/EUROPARKING_2507828711000_1.pdf,EUROPARKING_2507828711000_1.pdf,2507828711000,2507828711000Y11,5696075
AXA,/home/c24b/projects/avenants/DOCS/ELECTRO_MENAGER_2268735610002_1.pdf,ELECTRO_MENAGER_2268735610002_1.pdf,2268735610002,2268735610002Q47,7606783
AXA,/home/c24b/projects/avenants/DOCS/GROUPE_HERINDEL_2257622100000_1.pdf,GROUPE_HERINDEL_2257622100000_1.pdf,2257622100000,2257622100000P47,8714401
AXA,/home/c24b/projects/avenants/DOCS/RECOSTRA_2257752100700_1.pdf,RECOSTRA_2257752100700_1.pdf,2257752100700,2257752100700Y47,8719838
AXA,/home/c24b/projects/avenants/DOCS/LGC_STANDARDS_2251143440010_1.pdf,LGC_STANDARDS_2251143440010_1.pdf,2251143440010,2251143440010L65,5674369
AXA,/home/c24b/projects/avenants/DOCS/SARDI___SOC_ALSACIENNE_2257752420400_1.pdf,SARDI___SOC_ALSACIENNE_2257752420400_1.pdf,2257752420400,2257752420400Y11,5920264
AXA,/home/c24b/projects/avenants/DOCS/BUREAUX_EUROPE_2263707100000_1_résilié.pdf,BUREAUX_EUROPE_2263707100000_1_résilié.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_4_2275176110040_1_7929857.pdf,AVT_AXIA_4_2275176110040_1_7929857.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/SOCIETE_DACOUSTIQUE_2263898120100_1.pdf,SOCIETE_DACOUSTIQUE_2263898120100_1.pdf,2263898120100,2263898120100S11,8810142
AXA,/home/c24b/projects/avenants/DOCS/PARENTHESE_2263549620401_1.pdf,PARENTHESE_2263549620401_1.pdf,2263549620401,2263549620401W11,7252356
AXA,/home/c24b/projects/avenants/DOCS/PGS_EST_2842057110600_1.pdf,PGS_EST_2842057110600_1.pdf,2842057110600,2842057110600T50,8381872
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_VOB_2265716400001_1_6442055.pdf,AVT_CP_VOB_2265716400001_1_6442055.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_YUZER_2258678400002_1_4968359.pdf,AVT_YUZER_2258678400002_1_4968359.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/L_OFFRE_PORTAGE_2270829400100_1.pdf,L_OFFRE_PORTAGE_2270829400100_1.pdf,2270829400100,2270829400100S16,7744773
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_13_2275176110130_1_7930504.pdf,AVT_AXIA_13_2275176110130_1_7930504.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/NORCAN_2263632400010_1.pdf,NORCAN_2263632400010_1.pdf,2263632400010,2263632400010H65,8256665
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALTEM___ALSACIENNE_DE_TRI_2257752430301_1_7876181.pdf,AVT_CP_ALTEM___ALSACIENNE_DE_TRI_2257752430301_1_7876181.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/BEREST_2263549630002_1_ABS.pdf,BEREST_2263549630002_1_ABS.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/PGS_REVERSE_2842059100300_1.pdf,PGS_REVERSE_2842059100300_1.pdf,2842059100300,2842059100300L50,8376862
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454600001_1.pdf,SIRMAT_2842454600001_1.pdf,2842454600001,2842454600001Q50,8426578
AXA,/home/c24b/projects/avenants/DOCS/ARCHITECTURE_J.P_GILCH_2253954200001_1.pdf,ARCHITECTURE_J.P_GILCH_2253954200001_1.pdf,2253954200001,2253954200001P65,5035945
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454609002_1.pdf,SIRMAT_2842454609002_1.pdf,2842454609002,2842454609002Z98,8426581
AXA,/home/c24b/projects/avenants/DOCS/MANUFACTURA_2265459400000_1.pdf,MANUFACTURA_2265459400000_1.pdf,2265459400000,2265459400000M11,6307052
AXA,/home/c24b/projects/avenants/DOCS/ARPC_AGISSANT_POUR_LE_2712516000000_1.pdf,ARPC_AGISSANT_POUR_LE_2712516000000_1.pdf,2712516000000,2712516000000T98,4892359
AXA,/home/c24b/projects/avenants/DOCS/ALSASTEP_2840785140100_1.pdf,ALSASTEP_2840785140100_1.pdf,2840785140100,2840785140100N19,8281390
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_RHIN_RHONE_2263549620101_1_5966663.pdf,AVT_CP_BEREST_RHIN_RHONE_2263549620101_1_5966663.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/ALSAFLOORING_2840785140700_1.pdf,ALSAFLOORING_2840785140700_1.pdf,2840785140700,2840785140700Q19,8281691
AXA,/home/c24b/projects/avenants/DOCS/SEMAINES_SOCIALES_DE_FRAN_2511697610000_1.pdf,SEMAINES_SOCIALES_DE_FRAN_2511697610000_1.pdf,2511697610000,2511697610,5516940
AXA,/home/c24b/projects/avenants/DOCS/CARL_BECHEM_FRANCE_2261335110000_1.pdf,CARL_BECHEM_FRANCE_2261335110000_1.pdf,2261335110000,2261335110000Z41,7777500
AXA,/home/c24b/projects/avenants/DOCS/NORCAN_2841503100000_1.pdf,NORCAN_2841503100000_1.pdf,2841503100000,2841503100000J19,8256709
AXA,/home/c24b/projects/avenants/DOCS/MAISONS_CLAIRE_2264321400000_1.pdf,MAISONS_CLAIRE_2264321400000_1.pdf,2264321400000,2264321400000Q95,6273044
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2257752439001_1.pdf,SCHROLL_2257752439001_1.pdf,2257752439001,2257752439001R98,7875861
AXA,/home/c24b/projects/avenants/DOCS/AVT_YUZER_2258678400003_1_8092807.pdf,AVT_YUZER_2258678400003_1_8092807.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_AGAMEMNON_2272299100000_1_7893320.pdf,AVT_AGAMEMNON_2272299100000_1_7893320.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_6_2275176110060_1_7929997.pdf,AVT_AXIA_6_2275176110060_1_7929997.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/OCEBAT_2265717400000_1.pdf,OCEBAT_2265717400000_1.pdf,2265717400000,2265717400000U11,6442276
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_62_2275176100200_1_7930410.pdf,AVT_AXIA_62_2275176100200_1_7930410.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALLIANCE_ENERGIES_2271794400000_1_7329083.pdf,AVT_CP_ALLIANCE_ENERGIES_2271794400000_1_7329083.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454610001_1.pdf,SIRMAT_2842454610001_1.pdf,2842454610001,2842454610001K19,8370571
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALTEM_2841491600351_1_8426630.pdf,AVT_CP_ALTEM_2841491600351_1_8426630.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/HOME_ABRY_ARNOLD_2254585430401_1.pdf,HOME_ABRY_ARNOLD_2254585430401_1.pdf,2254585430401,2254585430401P47,7283667
AXA,/home/c24b/projects/avenants/DOCS/PROFESSIONNEL_SEMENCES_2261223110000_1.pdf,PROFESSIONNEL_SEMENCES_2261223110000_1.pdf,2261223110000,2261223110000T11,8078404
AXA,/home/c24b/projects/avenants/DOCS/NORCAN_2263632400000_1.pdf,NORCAN_2263632400000_1.pdf,2263632400000,2263632400000W95,8256418
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ARECO_2599772661001_1_5171750.pdf,AVT_CP_ARECO_2599772661001_1_5171750.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALLIANCE_PRO_ENERGIES_2271794610201_1_7329068.pdf,AVT_CP_ALLIANCE_PRO_ENERGIES_2271794610201_1_7329068.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ANCREST_2263442420000_1_5687057.pdf,AVT_CP_ANCREST_2263442420000_1_5687057.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/JURAPAL_2842057100200_1.pdf,JURAPAL_2842057100200_1.pdf,2842057100200,2842057100200P19,8381306
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454130000_1.pdf,SIRMAT_2842454130000_1.pdf,2842454130000,2842454130000U50,8716619
AXA,/home/c24b/projects/avenants/DOCS/FILPACK_INDUSTRIE_2266135120000_1.pdf,FILPACK_INDUSTRIE_2266135120000_1.pdf,2266135120000,2266135120000Y98,6654250
AXA,/home/c24b/projects/avenants/DOCS/S_A_P_S_SAS_2271794400400_1.pdf,S_A_P_S_SAS_2271794400400_1.pdf,2271794400400,2271794400400M11,7329175
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_2YC_MAL_CAD_7329044.pdf,AVT_CP_2YC_MAL_CAD_7329044.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/EDITIONS_CLAUDE_VERVIN_2268275609008_1.pdf,EDITIONS_CLAUDE_VERVIN_2268275609008_1.pdf,2268275609008,2268275609008K98,6938099
AXA,/home/c24b/projects/avenants/DOCS/BERNON_ET_ASSOCIES_CLUB_2944896110000_1.pdf,BERNON_ET_ASSOCIES_CLUB_2944896110000_1.pdf,2944896110000,2944896110000F16,4818765
AXA,/home/c24b/projects/avenants/DOCS/RGR_2258659400000_1.pdf,RGR_2258659400000_1.pdf,2258659400000,2258659400000P95,9351865
AXA,/home/c24b/projects/avenants/DOCS/OSTERMANN_ENERGIES_2271794610101_1.pdf,OSTERMANN_ENERGIES_2271794610101_1.pdf,2271794610101,2271794610101Y47,9631098
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_1_2275176110010_1_7929825.pdf,AVT_AXIA_1_2275176110010_1_7929825.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/EUROPEAN_SCIENCE_2844016400051_1.pdf,EUROPEAN_SCIENCE_2844016400051_1.pdf,2844016400051,2844016400051Q95,9040602
AXA,/home/c24b/projects/avenants/DOCS/SOCOGEX_2261581120000_1.pdf,SOCOGEX_2261581120000_1.pdf,2261581120000,2261581120000Y50,500008315
AXA,/home/c24b/projects/avenants/DOCS/LOFFRE_PARTAGEE_2270829610104_1.pdf,LOFFRE_PARTAGEE_2270829610104_1.pdf,2270829610104,2270829610104H43,8352695
AXA,/home/c24b/projects/avenants/DOCS/AVT_CHARPALOR_2262485100000_1_9304200.pdf,AVT_CHARPALOR_2262485100000_1_9304200.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_WOHWA_VERTRIEBS_2712482001800_1_5115794.pdf,AVT_CP_WOHWA_VERTRIEBS_2712482001800_1_5115794.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/SOCOGEX_2261581110000_1.pdf,SOCOGEX_2261581110000_1.pdf,2261581110000,2261581110000D19,500008314
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ARB_2268898600001_1_6975673.pdf,AVT_CP_ARB_2268898600001_1_6975673.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150610111_1.pdf,SKAYL_2271150610111_1.pdf,2271150610111,2271150610111J16,8270777
AXA,/home/c24b/projects/avenants/DOCS/L2D3_2843600410151_1.pdf,L2D3_2843600410151_1.pdf,2843600410151,2843600410151F98,8943832
AXA,/home/c24b/projects/avenants/DOCS/SINBIO_SCOP_2253967110000_1.pdf,SINBIO_SCOP_2253967110000_1.pdf,2253967110000,2253967110000W19,8139436
AXA,/home/c24b/projects/avenants/DOCS/LA_PREVOYANCE_ARTISANALE_2265457100000_1.pdf,LA_PREVOYANCE_ARTISANALE_2265457100000_1.pdf,2265457100000,2265457100000M95,6331205
AXA,/home/c24b/projects/avenants/DOCS/HYPERTAPIS_2254585440301_1.pdf,HYPERTAPIS_2254585440301_1.pdf,2254585440301,2254585440301A11,7283654
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BUILDING_2840924400005_1_8808232.pdf,AVT_CP_BUILDING_2840924400005_1_8808232.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/L2D3_2843600610152_1.pdf,L2D3_2843600610152_1.pdf,2843600610152,2843600610152Y95,8943852
AXA,/home/c24b/projects/avenants/DOCS/ECOFLUIDE_2263300400000_1.pdf,ECOFLUIDE_2263300400000_1.pdf,2263300400000,2263300400000G42,5785824
AXA,/home/c24b/projects/avenants/DOCS/L_OFFRE_PARTAGEE_2272411400000_1.pdf,L_OFFRE_PARTAGEE_2272411400000_1.pdf,2272411400000,2272411400000D16,7725566
AXA,/home/c24b/projects/avenants/DOCS/CAFES_SATI_2257154200000_1.pdf,CAFES_SATI_2257154200000_1.pdf,2257154200000,2257154200000H47,7435413
AXA,/home/c24b/projects/avenants/DOCS/C_C_M_2509447710000_1.pdf,C_C_M_2509447710000_1.pdf,2509447710000,2509447710000U41,5696093
AXA,/home/c24b/projects/avenants/DOCS/L2D3_2843600100100_1.pdf,L2D3_2843600100100_1.pdf,2843600100100,2843600100100T50,8882490
AXA,/home/c24b/projects/avenants/DOCS/JAM_SPORT_SAS_2971612200000_1.pdf,JAM_SPORT_SAS_2971612200000_1.pdf,2971612200000,2971612200000R16,5453399
AXA,/home/c24b/projects/avenants/DOCS/COROU_2312919000000_1.pdf,COROU_2312919000000_1.pdf,2312919000000,2312919000000B19,7201133
AXA,/home/c24b/projects/avenants/DOCS/GROUPE_WEIGERDING_2266426120000_1.pdf,GROUPE_WEIGERDING_2266426120000_1.pdf,2266426120000,2266426120000V50,8880717
AXA,/home/c24b/projects/avenants/DOCS/NEUILLYS_2263769400000_1.pdf,NEUILLYS_2263769400000_1.pdf,2263769400000,2263769400000Q43,6977083
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_54_2275176100180_1_7930383.pdf,AVT_AXIA_54_2275176100180_1_7930383.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CORREGE_2263348100000_1_8279222.pdf,AVT_CORREGE_2263348100000_1_8279222.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ARTENREEL_SARL_2258676400002_1_7730021.pdf,AVT_CP_ARTENREEL_SARL_2258676400002_1_7730021.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/SOGEXCO_2261582110000_1.pdf,SOGEXCO_2261582110000_1.pdf,2261582110000,2261582110000K19,500249028
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150400102_1.pdf,SKAYL_2271150400102_1.pdf,2271150400102,2271150400102N43,8849988
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2841491609053_1.pdf,SCHROLL_2841491609053_1.pdf,2841491609053,2841491609053Z98,8426565
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454609054_1.pdf,SIRMAT_2842454609054_1.pdf,2842454609054,2842454609054F98,8426583
AXA,/home/c24b/projects/avenants/DOCS/EDITIONS_CLAUDE_VERVIN_2268275400000_1.pdf,EDITIONS_CLAUDE_VERVIN_2268275400000_1.pdf,2268275400000,2268275400000C11,6937977
AXA,/home/c24b/projects/avenants/DOCS/AVT_ALTEM___ALSAC_DE_TRI_DEM_2257753100000_1_8716294.pdf,AVT_ALTEM___ALSAC_DE_TRI_DEM_2257753100000_1_8716294.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/A.T.E.C._2000148577410_1.pdf,A.T.E.C._2000148577410_1.pdf,2000148577410,2000148577410K19,5460745
AXA,/home/c24b/projects/avenants/DOCS/AVT_DS_SERVICES_2844728100000_1_9108990.pdf,AVT_DS_SERVICES_2844728100000_1_9108990.pdf,,2844694100400E50,9032067
AXA,/home/c24b/projects/avenants/DOCS/REPROLAND_2312865002300_1.pdf,REPROLAND_2312865002300_1.pdf,2312865002300,2312865002300Z19,7577059
AXA,/home/c24b/projects/avenants/DOCS/S_A_P_S_SAS_2271794610301_1.pdf,S_A_P_S_SAS_2271794610301_1.pdf,2271794610301,2271794610301Q47,8701548
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_LORRAINE_2263549620302_1_5966885.pdf,AVT_CP_BEREST_LORRAINE_2263549620302_1_5966885.pdf,,2844694100400E50,9032067
