cie.name,filepath,filename,input_filepath,ref,poledi,numper
AXA,/home/c24b/projects/avenants/DOCS/NEUTRALIS_2841491620601_1.pdf,NEUTRALIS_2841491620601_1.pdf,./avenants_input/AXA/TIR/AVT/NEUTRALIS_2841491620601_1.pdf,2841491620601B19,2841491620601B19,8370557
AXA,/home/c24b/projects/avenants/DOCS/STE_EUROPEENNE_TRANSPORTS_2268788410000_1.pdf,STE_EUROPEENNE_TRANSPORTS_2268788410000_1.pdf,./avenants_input/AXA/TIR/AVT/STE EUROPEENNE TRANSPORTS_2268788410000_1.pdf,2268788410000S11,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_A.W._FABER_CASTELL_2263190400050_1_8544492.pdf,AVT_CP_A.W._FABER_CASTELL_2263190400050_1_8544492.pdf,./avenants_input/AXA/TIR/AVT/AVT CP A.W. FABER CASTELL_2263190400050_1 8544492.pdf,2263190400050T95,2263190400050T95,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_11_2275176110110_1_7930243.pdf,AVT_AXIA_11_2275176110110_1_7930243.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 11_2275176110110_1 7930243.pdf,2275176110110L50,,
AXA,/home/c24b/projects/avenants/DOCS/TURENNE_2312918000000_1.pdf,TURENNE_2312918000000_1.pdf,./avenants_input/AXA/TIR/AVT/TURENNE_2312918000000_1.pdf,2312918000000U19,2312918000000U19,
AXA,/home/c24b/projects/avenants/DOCS/LABORATOIRES_CVE_2254879200000_1.pdf,LABORATOIRES_CVE_2254879200000_1.pdf,./avenants_input/AXA/TIR/AVT/LABORATOIRES CVE_2254879200000_1.pdf,2254879200000V95,2254879200000V95,
AXA,/home/c24b/projects/avenants/DOCS/BEA_2000146664510_1.pdf,BEA_2000146664510_1.pdf,./avenants_input/AXA/TIR/AVT/BEA_2000146664510_1.pdf,2000146664510V19,2000146664510V19,
AXA,/home/c24b/projects/avenants/DOCS/KAYME_2256420310002_1.pdf,KAYME_2256420310002_1.pdf,./avenants_input/AXA/TIR/AVT/KAYME_2256420310002_1.pdf,2256420310002N47,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CHARPALOR_2262485410001_1_9304225.pdf,AVT_CHARPALOR_2262485410001_1_9304225.pdf,./avenants_input/AXA/TIR/AVT/AVT CHARPALOR_2262485410001_1 9304225.pdf,2262485410001M93,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_ASCENCEURS__MULTI_2275234100000_1_8843752.pdf,AVT_ASCENCEURS__MULTI_2275234100000_1_8843752.pdf,./avenants_input/AXA/TIR/AVT/AVT ASCENCEURS & MULTI_2275234100000_1 8843752.pdf,2275234100000A47,2275234100000A47,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_B2A_AUDIT_ET_CONSEIL_2272423400000_1_7050568.pdf,AVT_CP_B2A_AUDIT_ET_CONSEIL_2272423400000_1_7050568.pdf,./avenants_input/AXA/TIR/AVT/AVT CP B2A AUDIT ET CONSEIL_2272423400000_1 7050568.pdf,2272423400000E47,2272423400000E47,7050568
AXA,/home/c24b/projects/avenants/DOCS/MW_FRANCE_2259236110000_1.pdf,MW_FRANCE_2259236110000_1.pdf,./avenants_input/AXA/TIR/AVT/MW FRANCE_2259236110000_1.pdf,2259236110000K43,2259236110000K43,
AXA,/home/c24b/projects/avenants/DOCS/LA_ONZIEME_HEURE_2513764451001_1.pdf,LA_ONZIEME_HEURE_2513764451001_1.pdf,./avenants_input/AXA/TIR/AVT/LA ONZIEME HEURE_2513764451001_1.pdf,2513764451001D95,2513764451001D95,6228216
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ARB_2268898610002_1_6975670.pdf,AVT_CP_ARB_2268898610002_1_6975670.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ARB_2268898610002_1 6975670.pdf,2268898610002D16,2268898610002D16,
AXA,/home/c24b/projects/avenants/DOCS/IVALCO_2264151400000_1.pdf,IVALCO_2264151400000_1.pdf,./avenants_input/AXA/TIR/AVT/IVALCO_2264151400000_1.pdf,2264151400000G95,2264151400000G95,6081398
AXA,/home/c24b/projects/avenants/DOCS/MAISON_DE_LA_NOUVELLE_CAL_2265875110000_1.pdf,MAISON_DE_LA_NOUVELLE_CAL_2265875110000_1.pdf,./avenants_input/AXA/TIR/AVT/MAISON DE LA NOUVELLE CAL_2265875110000_1.pdf,2265875110000H11,2265875110000H11,
AXA,/home/c24b/projects/avenants/DOCS/POLISSA_2000148594610_1.pdf,POLISSA_2000148594610_1.pdf,./avenants_input/AXA/TIR/AVT/POLISSA_2000148594610_1.pdf,2000148594610F19,2000148594610F19,5460804
AXA,/home/c24b/projects/avenants/DOCS/EDITIONS_CLAUDE_VERVIN_2268275409006_1.pdf,EDITIONS_CLAUDE_VERVIN_2268275409006_1.pdf,./avenants_input/AXA/TIR/AVT/EDITIONS CLAUDE VERVIN_2268275409006_1.pdf,2268275409006R98,2268275409006R98,6938088
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BUILDING_2840924600006_1_8808257.pdf,AVT_CP_BUILDING_2840924600006_1_8808257.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BUILD'ING_2840924600006_1 8808257.pdf,2840924600006S95,2840924600006S95,
AXA,/home/c24b/projects/avenants/DOCS/SARDI___SOC_ALSACIENNE_2257752110400_1.pdf,SARDI___SOC_ALSACIENNE_2257752110400_1.pdf,./avenants_input/AXA/TIR/AVT/SARDI - SOC ALSACIENNE_2257752110400_1.pdf,2257752110400R11,2257752110400R11,
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2841491600065_1.pdf,SCHROLL_2841491600065_1.pdf,./avenants_input/AXA/TIR/AVT/SCHROLL_2841491600065_1.pdf,2841491600065E98,,
AXA,/home/c24b/projects/avenants/DOCS/C_I_S_REUNION_2006003045010_1.pdf,C_I_S_REUNION_2006003045010_1.pdf,./avenants_input/AXA/TIR/AVT/C I S REUNION_2006003045010_1.pdf,2006003045010Z95,2006003045010Z95,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALLIANCE_ENERGIES_2271794610001_1_7329092.pdf,AVT_CP_ALLIANCE_ENERGIES_2271794610001_1_7329092.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ALLIANCE ENERGIES_2271794610001_1 7329092.pdf,2271794610001P47,2271794610001P47,
AXA,/home/c24b/projects/avenants/DOCS/SCHLUTER_SYSTEMS_2261225110000_1.pdf,SCHLUTER_SYSTEMS_2261225110000_1.pdf,./avenants_input/AXA/TIR/AVT/SCHLUTER SYSTEMS_2261225110000_1.pdf,2261225110000G95,,
AXA,/home/c24b/projects/avenants/DOCS/DOCARINA_2312833010000_1.pdf,DOCARINA_2312833010000_1.pdf,./avenants_input/AXA/TIR/AVT/DOCARINA_2312833010000_1.pdf,2312833010000K51,,
AXA,/home/c24b/projects/avenants/DOCS/LES_CARNETS_DE_LALPHA_2006003668910_1.pdf,LES_CARNETS_DE_LALPHA_2006003668910_1.pdf,./avenants_input/AXA/TIR/AVT/LES CARNETS DE L'ALPHA_2006003668910_1.pdf,2006003668910B19,2006003668910B19,
AXA,/home/c24b/projects/avenants/DOCS/ABRY_ARNOLD_2431554490000_1_FM_NC_Retraités.pdf,ABRY_ARNOLD_2431554490000_1_FM_NC_Retraités.pdf,./avenants_input/AXA/TIR/AVT/ABRY ARNOLD_2431554490000_1 FM NC Retraités.pdf,2431554490000R37,2431554490000R37,7283691
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_ALTEM_2841491600301_1_8426629.pdf,AVT_CP_ALTEM_2841491600301_1_8426629.pdf,./avenants_input/AXA/TIR/AVT/AVT CP ALTEM_2841491600301_1 8426629.pdf,2841491600301L50,2841491600301L50,8426629
AXA,/home/c24b/projects/avenants/DOCS/RMO_EUROPE_2258335410000_1.pdf,RMO_EUROPE_2258335410000_1.pdf,./avenants_input/AXA/TIR/AVT/RMO EUROPE_2258335410000_1.pdf,2258335410000V47,2258335410000V47,
AXA,/home/c24b/projects/avenants/DOCS/DJA___GIU_AGENCY_2514845210000_1.pdf,DJA___GIU_AGENCY_2514845210000_1.pdf,./avenants_input/AXA/TIR/AVT/DJA   GIU AGENCY_2514845210000_1.pdf,2514845210000V41,,
AXA,/home/c24b/projects/avenants/DOCS/CABINET_VERREY_2511664950000_1.pdf,CABINET_VERREY_2511664950000_1.pdf,./avenants_input/AXA/TIR/AVT/CABINET VERREY_2511664950000_1.pdf,2511664950000Y95,2511664950000Y95,
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_HUOT_2255250110000_1.pdf,ETABLISSEMENTS_HUOT_2255250110000_1.pdf,./avenants_input/AXA/TIR/AVT/ETABLISSEMENTS HUOT_2255250110000_1.pdf,2255250110000P11,2255250110000P11,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CHENE_DE_LEST_2268375100000_1_7051562.pdf,AVT_CHENE_DE_LEST_2268375100000_1_7051562.pdf,./avenants_input/AXA/TIR/AVT/AVT CHENE DE L'EST_2268375100000_1 7051562.pdf,2268375100000S50,2268375100000S50,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_RHIN_RHONE_2263549430101_1_5966694.pdf,AVT_CP_BEREST_RHIN_RHONE_2263549430101_1_5966694.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST RHIN RHONE_2263549430101_1 5966694.pdf,2263549430101Z98,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_12_2275176100120_1_7930434.pdf,AVT_AXIA_12_2275176100120_1_7930434.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 12_2275176100120_1 7930434.pdf,2275176100120C19,,
AXA,/home/c24b/projects/avenants/DOCS/JUDICIA_CONSEILS_2263806110000_1.pdf,JUDICIA_CONSEILS_2263806110000_1.pdf,./avenants_input/AXA/TIR/AVT/JUDICIA CONSEILS_2263806110000_1.pdf,2263806110000P98,2263806110000P98,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454419001_1.pdf,SIRMAT_2842454419001_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454419001_1.pdf,2842454419001B98,2842454419001B98,5938609
AXA,/home/c24b/projects/avenants/DOCS/ROUSSEAU_CONSEIL_2514911510000_1.pdf,ROUSSEAU_CONSEIL_2514911510000_1.pdf,./avenants_input/AXA/TIR/AVT/ROUSSEAU CONSEIL_2514911510000_1.pdf,2514911510000N41,,
AXA,/home/c24b/projects/avenants/DOCS/GRANDI_2312920000000_1.pdf,GRANDI_2312920000000_1.pdf,./avenants_input/AXA/TIR/AVT/GRANDI_2312920000000_1.pdf,2312920000000H19,2312920000000H19,
AXA,/home/c24b/projects/avenants/DOCS/KAYME_2256420310000_1.pdf,KAYME_2256420310000_1.pdf,./avenants_input/AXA/TIR/AVT/KAYME_2256420310000_1.pdf,2256420310000L47,,
AXA,/home/c24b/projects/avenants/DOCS/LGC_STANDARDS_2251143640010_1.pdf,LGC_STANDARDS_2251143640010_1.pdf,./avenants_input/AXA/TIR/AVT/LGC STANDARDS_2251143640010_1.pdf,2251143640010C65,2251143640010C65,8561045
AXA,/home/c24b/projects/avenants/DOCS/ASSOC_SYND_RESID_HAUTEP_2259936110000_1.pdf,ASSOC_SYND_RESID_HAUTEP_2259936110000_1.pdf,./avenants_input/AXA/TIR/AVT/ASSOC SYND RESID HAUTEP_2259936110000_1.pdf,2259936110000A42,2259936110000A42,
AXA,/home/c24b/projects/avenants/DOCS/PGS_ARNAUD_2842059610002_1.pdf,PGS_ARNAUD_2842059610002_1.pdf,./avenants_input/AXA/TIR/AVT/PGS ARNAUD_2842059610002_1.pdf,2842059610002K95,2842059610002K95,
AXA,/home/c24b/projects/avenants/DOCS/EUROSTAMP_2257413110000_1.pdf,EUROSTAMP_2257413110000_1.pdf,./avenants_input/AXA/TIR/AVT/EUROSTAMP_2257413110000_1.pdf,2257413110000V47,2257413110000V47,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_2263549630001_1_5966609.pdf,AVT_CP_BEREST_2263549630001_1_5966609.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST_2263549630001_1 5966609.pdf,2263549630001G47,2263549630001G47,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_16_2275176110160_1_7930632.pdf,AVT_AXIA_16_2275176110160_1_7930632.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 16_2275176110160_1 7930632.pdf,2275176110160Q50,,
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_JEAN_2265666400010_1.pdf,ETABLISSEMENTS_JEAN_2265666400010_1.pdf,./avenants_input/AXA/TIR/AVT/ETABLISSEMENTS JEAN_2265666400010_1.pdf,2265666400010Y36,2265666400010Y36,6421979
AXA,/home/c24b/projects/avenants/DOCS/LIBERTY_SPECIALTY_MARKETS_2268785400000_1.pdf,LIBERTY_SPECIALTY_MARKETS_2268785400000_1.pdf,./avenants_input/AXA/TIR/AVT/LIBERTY SPECIALTY MARKETS_2268785400000_1.pdf,2268785400000D95,,
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2841491620001_1.pdf,SCHROLL_2841491620001_1.pdf,./avenants_input/AXA/TIR/AVT/SCHROLL_2841491620001_1.pdf,2841491620001Z19,2841491620001Z19,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CORREGE_SERVICES_2263349100000_1_8279293.pdf,AVT_CORREGE_SERVICES_2263349100000_1_8279293.pdf,./avenants_input/AXA/TIR/AVT/AVT CORREGE SERVICES_2263349100000_1 8279293.pdf,2263349100000P11,2263349100000P11,
AXA,/home/c24b/projects/avenants/DOCS/PARENTHESE_2263549430400_1.pdf,PARENTHESE_2263549430400_1.pdf,./avenants_input/AXA/TIR/AVT/PARENTHESE_2263549430400_1.pdf,2263549430400Z47,2263549430400Z47,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454409001_1.pdf,SIRMAT_2842454409001_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454409001_1.pdf,2842454409001G98,2842454409001G98,7876061
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_HUOT_2255250120000_1.pdf,ETABLISSEMENTS_HUOT_2255250120000_1.pdf,./avenants_input/AXA/TIR/AVT/ETABLISSEMENTS HUOT_2255250120000_1.pdf,2255250120000J47,2255250120000J47,
AXA,/home/c24b/projects/avenants/DOCS/CARL_BECHEM_FRANCE_2261335400000_1.pdf,CARL_BECHEM_FRANCE_2261335400000_1.pdf,./avenants_input/AXA/TIR/AVT/CARL BECHEM FRANCE_2261335400000_1.pdf,2261335400000R95,2261335400000R95,
AXA,/home/c24b/projects/avenants/DOCS/PGS_SUD_OUEST_2842057101500_1.pdf,PGS_SUD_OUEST_2842057101500_1.pdf,./avenants_input/AXA/TIR/AVT/PGS SUD OUEST_2842057101500_1.pdf,2842057101500C19,,
AXA,/home/c24b/projects/avenants/DOCS/SCHROLL_2257752439000_1.pdf,SCHROLL_2257752439000_1.pdf,./avenants_input/AXA/TIR/AVT/SCHROLL_2257752439000_1.pdf,2257752439000Q98,2257752439000Q98,
AXA,/home/c24b/projects/avenants/DOCS/PGS_SCIERIE_ET_PALETTES_2842057101300_1.pdf,PGS_SCIERIE_ET_PALETTES_2842057101300_1.pdf,./avenants_input/AXA/TIR/AVT/PGS SCIERIE ET PALETTES_2842057101300_1.pdf,2842057101300K19,2842057101300K19,
AXA,/home/c24b/projects/avenants/DOCS/SIRMAT_2842454419053_1.pdf,SIRMAT_2842454419053_1.pdf,./avenants_input/AXA/TIR/AVT/SIRMAT_2842454419053_1.pdf,2842454419053H98,,
AXA,/home/c24b/projects/avenants/DOCS/BEREST_2263549420001_C_FS_2025_MAINTIEN_R_20241121.pdf,BEREST_2263549420001_C_FS_2025_MAINTIEN_R_20241121.pdf,./avenants_input/AXA/TIR/AVT/BEREST-2263549420001-C-FS 2025 MAINTIEN R-20241121.pdf,2263549420001,,
AXA,/home/c24b/projects/avenants/DOCS/EXCEL_VISION_2254880200000_1.pdf,EXCEL_VISION_2254880200000_1.pdf,./avenants_input/AXA/TIR/AVT/EXCEL VISION_2254880200000_1.pdf,2254880200000C95,2254880200000C95,
AXA,/home/c24b/projects/avenants/DOCS/LOFFRE_PORTAGE_2269514110000_1.pdf,LOFFRE_PORTAGE_2269514110000_1.pdf,./avenants_input/AXA/TIR/AVT/L'OFFRE PORTAGE_2269514110000_1.pdf,2269514110000Q43,2269514110000Q43,
AXA,/home/c24b/projects/avenants/DOCS/RUJ_EXPANSION_2254585430101_1.pdf,RUJ_EXPANSION_2254585430101_1.pdf,./avenants_input/AXA/TIR/AVT/RUJ EXPANSION_2254585430101_1.pdf,2254585430101N47,2254585430101N47,
AXA,/home/c24b/projects/avenants/DOCS/MAISONS_FUTEES_2264321400100_1.pdf,MAISONS_FUTEES_2264321400100_1.pdf,./avenants_input/AXA/TIR/AVT/MAISONS FUTEES_2264321400100_1.pdf,2264321400100Z95,2264321400100Z95,
AXA,/home/c24b/projects/avenants/DOCS/ETABLISSEMENTS_JEAN_MANTO_2265666410000_1.pdf,ETABLISSEMENTS_JEAN_MANTO_2265666410000_1.pdf,./avenants_input/AXA/TIR/AVT/ETABLISSEMENTS JEAN MANTO_2265666410000_1.pdf,2265666410000G47,2265666410000G47,
AXA,/home/c24b/projects/avenants/DOCS/RECYBIO_2841491600701_1.pdf,RECYBIO_2841491600701_1.pdf,./avenants_input/AXA/TIR/AVT/RECYBIO_2841491600701_1.pdf,2841491600701V50,2841491600701V50,8426680
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_54_2275176110180_1_7930386.pdf,AVT_AXIA_54_2275176110180_1_7930386.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 54_2275176110180_1 7930386.pdf,2275176110180M50,,
AXA,/home/c24b/projects/avenants/DOCS/HTC_DEVELOPPEMENT_2840924600201_1.pdf,HTC_DEVELOPPEMENT_2840924600201_1.pdf,./avenants_input/AXA/TIR/AVT/HTC DEVELOPPEMENT_2840924600201_1.pdf,2840924600201E95,2840924600201E95,
AXA,/home/c24b/projects/avenants/DOCS/ELECTRO_MENAGER_2268735400000_1.pdf,ELECTRO_MENAGER_2268735400000_1.pdf,./avenants_input/AXA/TIR/AVT/ELECTRO MENAGER_2268735400000_1.pdf,2268735400000C11,2268735400000C11,
AXA,/home/c24b/projects/avenants/DOCS/ALL_SOLUTIONS_2264136120100_1.pdf,ALL_SOLUTIONS_2264136120100_1.pdf,./avenants_input/AXA/TIR/AVT/ALL SOLUTIONS_2264136120100_1.pdf,2264136120100U47,2264136120100U47,
AXA,/home/c24b/projects/avenants/DOCS/GROUPEMENT_DE_COOPERATION_2841941600001_1.pdf,GROUPEMENT_DE_COOPERATION_2841941600001_1.pdf,./avenants_input/AXA/TIR/AVT/GROUPEMENT DE COOPERATION_2841941600001_1.pdf,2841941600001U95,2841941600001U95,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_RHIN_RHONE_2263549420101_1_5966617.pdf,AVT_CP_BEREST_RHIN_RHONE_2263549420101_1_5966617.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST RHIN RHONE_2263549420101_1 5966617.pdf,2263549420101E98,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AA_PARTICIPATIONS_2275106100400_1_8004062.pdf,AVT_AA_PARTICIPATIONS_2275106100400_1_8004062.pdf,./avenants_input/AXA/TIR/AVT/AVT AA PARTICIPATIONS_2275106100400_1 8004062.pdf,2275106100400A19,2275106100400A19,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_B_S_RECYCLAGE_2257752430901_1_8048974.pdf,AVT_CP_B_S_RECYCLAGE_2257752430901_1_8048974.pdf,./avenants_input/AXA/TIR/AVT/AVT CP B+S RECYCLAGE_2257752430901_1 8048974.pdf,2257752430901M47,2257752430901M47,
AXA,/home/c24b/projects/avenants/DOCS/MATERIELS_FERROVIAIRES_ET_2271830110000_1.pdf,MATERIELS_FERROVIAIRES_ET_2271830110000_1.pdf,./avenants_input/AXA/TIR/AVT/MATERIELS FERROVIAIRES ET_2271830110000_1.pdf,2271830110000U19,2271830110000U19,1169978
AXA,/home/c24b/projects/avenants/DOCS/TRECOM_2599776050000_1.pdf,TRECOM_2599776050000_1.pdf,./avenants_input/AXA/TIR/AVT/TRECOM_2599776050000_1.pdf,2599776050000F95,2599776050000F95,
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150400100_1.pdf,SKAYL_2271150400100_1.pdf,./avenants_input/AXA/TIR/AVT/SKAYL_2271150400100_1.pdf,2271150400100L43,2271150400100L43,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_BEREST_RHIN_RHONE_2263549630101_1_5966664.pdf,AVT_CP_BEREST_RHIN_RHONE_2263549630101_1_5966664.pdf,./avenants_input/AXA/TIR/AVT/AVT CP BEREST RHIN RHONE_2263549630101_1 5966664.pdf,2263549630101Q47,2263549630101Q47,
AXA,/home/c24b/projects/avenants/DOCS/CAFES_SATI_2257154200002_1.pdf,CAFES_SATI_2257154200002_1.pdf,./avenants_input/AXA/TIR/AVT/KO/CAFES SATI_2257154200002_1.pdf,2257154200002K47,2257154200002K47,
AXA,/home/c24b/projects/avenants/DOCS/SKAYL_2271150400112_1.pdf,SKAYL_2271150400112_1.pdf,./avenants_input/AXA/TIR/AVT/SKAYL_2271150400112_1.pdf,2271150400112Z43,2271150400112Z43,
AXA,/home/c24b/projects/avenants/DOCS/AVT_WOLF_RICHARD_FRANCE_2263193120000_1_7438447.pdf,AVT_WOLF_RICHARD_FRANCE_2263193120000_1_7438447.pdf,./avenants_input/AXA/TIR/AVT/AVT WOLF RICHARD FRANCE_2263193120000_1 7438447.pdf,2263193120000L16,2263193120000L16,
AXA,/home/c24b/projects/avenants/DOCS/HUGO_BOSS_FRANCE_2262305400000_1.pdf,HUGO_BOSS_FRANCE_2262305400000_1.pdf,./avenants_input/AXA/TIR/AVT/HUGO BOSS FRANCE_2262305400000_1.pdf,2262305400000S95,2262305400000S95,
AXA,/home/c24b/projects/avenants/DOCS/OSTERMANN_ENERGIES_2271794400100_1.pdf,OSTERMANN_ENERGIES_2271794400100_1.pdf,./avenants_input/AXA/TIR/AVT/OSTERMANN ENERGIES_2271794400100_1.pdf,2271794400100L11,2271794400100L11,
AXA,/home/c24b/projects/avenants/DOCS/STRASBOURG_REVETEMENT_2254585430201_1.pdf,STRASBOURG_REVETEMENT_2254585430201_1.pdf,./avenants_input/AXA/TIR/AVT/STRASBOURG REVETEMENT_2254585430201_1.pdf,2254585430201W47,2254585430201W47,
AXA,/home/c24b/projects/avenants/DOCS/NEUILLYS_2263769410001_1.pdf,NEUILLYS_2263769410001_1.pdf,./avenants_input/AXA/TIR/AVT/NEUILLYS_2263769410001_1.pdf,2263769410001L16,2263769410001L16,
AXA,/home/c24b/projects/avenants/DOCS/AVT_COOPRODUCTION_2262644100000_1_7737671.pdf,AVT_COOPRODUCTION_2262644100000_1_7737671.pdf,./avenants_input/AXA/TIR/AVT/AVT COOPRODUCTION_2262644100000_1 7737671.pdf,2262644100000R11,2262644100000R11,
AXA,/home/c24b/projects/avenants/DOCS/FILPACK_INDUSTRIE_2266135110000_1.pdf,FILPACK_INDUSTRIE_2266135110000_1.pdf,./avenants_input/AXA/TIR/AVT/FILPACK INDUSTRIE_2266135110000_1.pdf,2266135110000D98,2266135110000D98,6580716
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_CORPLEX_RECYCLING_2272636410000_1_7887970.pdf,AVT_CP_CORPLEX_RECYCLING_2272636410000_1_7887970.pdf,./avenants_input/AXA/TIR/AVT/AVT CP CORPLEX RECYCLING_2272636410000_1 7887970.pdf,2272636410000N11,2272636410000N11,
AXA,/home/c24b/projects/avenants/DOCS/SML_LOCATION_2261239400000_1.pdf,SML_LOCATION_2261239400000_1.pdf,./avenants_input/AXA/TIR/AVT/SML LOCATION_2261239400000_1.pdf,2261239400000Q47,2261239400000Q47,
AXA,/home/c24b/projects/avenants/DOCS/EBK_2313225010000_1.pdf,EBK_2313225010000_1.pdf,./avenants_input/AXA/TIR/AVT/EBK_2313225010000_1.pdf,2313225010000R98,2313225010000R98,
AXA,/home/c24b/projects/avenants/DOCS/CAFES_SATI_2257154200003_1.pdf,CAFES_SATI_2257154200003_1.pdf,./avenants_input/AXA/TIR/AVT/KO/CAFES SATI_2257154200003_1.pdf,2257154200003L47,2257154200003L47,
AXA,/home/c24b/projects/avenants/DOCS/JIPE_2262846400002_1.pdf,JIPE_2262846400002_1.pdf,./avenants_input/AXA/TIR/AVT/JIPE_2262846400002_1.pdf,2262846400002Y11,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_AXIA_2_2275176100020_1_9310670.pdf,AVT_AXIA_2_2275176100020_1_9310670.pdf,./avenants_input/AXA/TIR/AVT/AVT AXIA 2_2275176100020_1 9310670.pdf,2275176100020T19,,
AXA,/home/c24b/projects/avenants/DOCS/RUJ_EXPANSION_2254585440101_1.pdf,RUJ_EXPANSION_2254585440101_1.pdf,./avenants_input/AXA/TIR/AVT/RUJ EXPANSION_2254585440101_1.pdf,2254585440101H11,2254585440101H11,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CENT_FAMILLES_LAHAYE_2261650100000_1_6532422.pdf,AVT_CENT_FAMILLES_LAHAYE_2261650100000_1_6532422.pdf,./avenants_input/AXA/TIR/AVT/AVT CENT FAMILLES LAHAYE_2261650100000_1 6532422.pdf,2261650100000J11,2261650100000J11,
AXA,/home/c24b/projects/avenants/DOCS/NEUTRALIS_2257752110600_1.pdf,NEUTRALIS_2257752110600_1.pdf,./avenants_input/AXA/TIR/AVT/NEUTRALIS_2257752110600_1.pdf,2257752110600J11,2257752110600J11,
AXA,/home/c24b/projects/avenants/DOCS/AVT_COGESCO_2599775810000_1_5456148.pdf,AVT_COGESCO_2599775810000_1_5456148.pdf,./avenants_input/AXA/TIR/AVT/AVT COGESCO_2599775810000_1 5456148.pdf,2599775810000L11,2599775810000L11,5456148
AXA,/home/c24b/projects/avenants/DOCS/YPO_CAMP_JEANNIOT_LOISIRS_2260338410101_1_ABS.pdf,YPO_CAMP_JEANNIOT_LOISIRS_2260338410101_1_ABS.pdf,./avenants_input/AXA/TIR/AVT/YPO CAMP JEANNIOT LOISIRS_2260338410101_1 ABS.pdf,2260338410101T43,,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CHARPALOR_2262485120000_1_9304221.pdf,AVT_CHARPALOR_2262485120000_1_9304221.pdf,./avenants_input/AXA/TIR/AVT/AVT CHARPALOR_2262485120000_1 9304221.pdf,2262485120000T19,,
AXA,/home/c24b/projects/avenants/DOCS/EGERESSE_2251229100110_1.pdf,EGERESSE_2251229100110_1.pdf,./avenants_input/AXA/TIR/AVT/EGERESSE_2251229100110_1.pdf,2251229100110Q26,,
AXA,/home/c24b/projects/avenants/DOCS/ALLS_LOGISTIQUE_2264136400300_1.pdf,ALLS_LOGISTIQUE_2264136400300_1.pdf,./avenants_input/AXA/TIR/AVT/ALL'S LOGISTIQUE_2264136400300_1.pdf,2264136400300K95,2264136400300K95,
AXA,/home/c24b/projects/avenants/DOCS/AVT_CP_WEIGERDING_HOLDING_2267193430000_1_8906266.pdf,AVT_CP_WEIGERDING_HOLDING_2267193430000_1_8906266.pdf,./avenants_input/AXA/TIR/AVT/AVT CP WEIGERDING HOLDING_2267193430000_1 8906266.pdf,2267193430000E95,,
AXA,/home/c24b/projects/avenants/DOCS/ELECTRO_MENAGER_2268735600001_1.pdf,ELECTRO_MENAGER_2268735600001_1.pdf,./avenants_input/AXA/TIR/AVT/ELECTRO MENAGER_2268735600001_1.pdf,2268735600001U11,2268735600001U11,
